waterbody,lake_group,quad,site,type,sampleID,date,time,year,month,ammonia,ammonia_cen,NO2NO3,NO2NO3_cen,TN,TN_cen,orthoP,orthoP_cen,TP,TP_cen,alk,alk_cen,TN:TP,TN:TP_cen,chla,chla_cen,secchi,secchi_cen,doc,doc_cen,temp,pH,cond,do,do_pct,sample_depth,total_depth
Rainbow Lake,Reference Lakes,Deepest,Deepest,surface,TCE-23-235-2,8/23/23,14:20,2023,August,0.05,TRUE,0.05,TRUE,0.6,FALSE,,,0.04,FALSE,,,15,FALSE,26,FALSE,2.13,FALSE,,,16.17,10.27,71.95,10.71,151.47,0.5,8.2
Upper Jade Lake,Reference Lakes,Deepest,Deepest,surface,VES-23-235-2,8/23/23,12:10,2023,August,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.05,FALSE,,,6,FALSE,1.79,FALSE,3.5,FALSE,,,14.64,8.63,77.96,8.18,113.51,0.5,7.2
Lower Jade Lake,Reference Lakes,Deepest,Deepest,surface,VES-23-235-3,8/23/23,14:55,2023,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.02,FALSE,,,10,FALSE,0.59,FALSE,9.98,FALSE,,,15.64,8.97,67.31,8.61,121.41,0.5,15.2
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-23-262-2,9/19/23,9:20,2023,September,0.05,TRUE,0.05,TRUE,0.4,FALSE,0.01,TRUE,0.03,FALSE,,,13.33,FALSE,18.7,FALSE,3.28,FALSE,2.185,FALSE,11.8,9.35,63.58,12.29,158.18,0.5,16.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 10m,hypolimnion,MJW-23-262-3,9/19/23,10:20,2023,September,,,,,0.9,FALSE,,,0.39,FALSE,,,2.31,FALSE,,,,,,,7.72,6.15,64.39,0,0,10,16.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 12m,hypolimnion,MJW-23-262-4,9/19/23,10:30,2023,September,,,,,0.9,FALSE,,,0.44,FALSE,,,2.05,FALSE,,,,,,,7.76,6.1,66.19,0,0,12,16.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 14m,hypolimnion,MJW-23-262-5,9/19/23,10:35,2023,September,,,,,1.1,FALSE,,,0.48,FALSE,,,2.29,FALSE,,,,,,,7.8,6.1,68.17,0,0,14,16.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 16m,bottom,MJW-23-262-6,9/19/23,10:40,2023,September,,,,,1.8,FALSE,,,0.62,FALSE,,,2.9,FALSE,,,,,,,7.86,6.07,71.71,0,0,16,16.4
Upper Brooks Lake,Reference Lakes,Deepest,Deepest,surface,TCE-23-263-1,9/20/23,11:15,2023,September,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.08,FALSE,,,3.75,FALSE,10.7,FALSE,3.45,FALSE,,,10.77,9.04,78.77,10.42,131.54,0.5,4.9
Rainbow Lake,Reference Lakes,Deepest,Deepest,surface,TCE-23-263-2,9/20/23,13:40,2023,September,0.1,FALSE,0.05,TRUE,0.6,FALSE,,,0.09,FALSE,,,6.67,FALSE,29.9,FALSE,2.35,FALSE,,,12.72,9.32,60.05,8.18,109.07,0.5,7.5
Upper Jade Lake,Reference Lakes,Deepest,Deepest,surface,MJW-23-263-1,9/20/23,12:00,2023,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.09,FALSE,,,2.22,FALSE,6.22,FALSE,2.2,FALSE,,,11.56,8.38,80.83,8.1,106,0.5,7.3
Lower Jade Lake,Reference Lakes,Deepest,Deepest,surface,MJW-23-263-2,9/20/23,14:40,2023,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.03,FALSE,,,6.67,FALSE,1.91,FALSE,10.75,FALSE,,,12.65,9.06,69.52,8.43,112.72,0.5,14.9
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-23-290-3,10/17/23,10:55,2023,October,0.26,FALSE,0.05,TRUE,0.7,FALSE,0.08,FALSE,0.16,FALSE,,,4.38,FALSE,9.82,FALSE,1.15,FALSE,2.689,FALSE,7.35,6.76,56.24,5.24,60.95,0.5,16
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 8m,mixed,MJW-23-290-5,10/17/23,12:30,2023,October,,,,,0.6,FALSE,,,0.15,FALSE,,,4,FALSE,,,,,,,7.08,6.64,56.36,3.98,45.7,8,16
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 16m,bottom,MJW-23-290-6,10/17/23,12:35,2023,October,,,,,0.6,FALSE,,,0.17,FALSE,,,3.53,FALSE,,,,,,,6.97,6.68,56.86,4.1,46.99,16,16
Upper Brooks Lake,Reference Lakes,Deepest,Deepest,surface,TCE-23-291-1,10/18/23,12:10,2023,October,0.05,TRUE,0.05,TRUE,0.4,FALSE,,,0.1,FALSE,,,4,FALSE,23.3,FALSE,3.1,FALSE,,,5.09,8.67,78.32,10.28,112.07,0.5,5.1
Rainbow Lake,Reference Lakes,Deepest,Deepest,surface,TCE-23-291-2,10/18/23,14:40,2023,October,0.11,FALSE,0.05,TRUE,0.7,FALSE,,,0.13,FALSE,,,5.38,FALSE,3.29,FALSE,1.5,FALSE,,,,,,,,0.5,8.3
Upper Jade Lake,Reference Lakes,Deepest,Deepest,surface,VES-23-291-1,10/18/23,12:00,2023,October,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.12,FALSE,,,2.5,FALSE,8.77,FALSE,1.75,FALSE,,,5.67,7.8,81.24,8.3,93.1,0.5,7.2
Lower Jade Lake,Reference Lakes,Deepest,Deepest,surface,VES-23-291-2,10/18/23,14:00,2023,October,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.05,FALSE,,,4,FALSE,1.71,FALSE,9.28,FALSE,,,7.8,8.41,70.19,8,94.33,0.5,14.9
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-24-177-2,6/25/24,10:45,2024,June,0.05,TRUE,0.05,TRUE,0.3,FALSE,0.03,FALSE,0.07,FALSE,,,4.29,FALSE,10.4,FALSE,1.29,FALSE,1.767,FALSE,11.42,8.54,53.78,10.45,132.66,0.5,16.5
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 4m,hypolimnion,MJW-24-177-4,6/25/24,9:25,2024,June,0.05,TRUE,0.05,TRUE,0.4,FALSE,,,0.09,FALSE,,,4.44,FALSE,,,,,,,10.69,8.42,53.07,10.2,127.61,4,16.5
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 5m,hypolimnion,MJW-24-177-5,6/25/24,9:30,2024,June,0.05,TRUE,0.05,TRUE,0.4,FALSE,,,0.1,FALSE,,,4,FALSE,,,,,,,8.1,7.32,52.88,7.94,93.57,5,16.5
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 7m,hypolimnion,MJW-24-177-6,6/25/24,9:40,2024,June,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.09,FALSE,,,3.33,FALSE,,,,,,,6.85,6.91,53.81,6.45,73.22,7,16.5
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 11m,hypolimnion,MJW-24-177-7,6/25/24,9:45,2024,June,0.21,FALSE,0.1,FALSE,0.6,FALSE,,,0.15,FALSE,,,4,FALSE,,,,,,,5.59,6.49,57.13,3.5,38.59,11,16.5
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 15m,bottom,MJW-24-177-8,6/25/24,9:50,2024,June,0.32,FALSE,0.1,FALSE,0.7,FALSE,,,0.21,FALSE,,,3.33,FALSE,,,,,,,5.19,6.4,58.92,2.28,24.63,15,16.5
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-24-205-2,7/23/24,9:25,2024,July,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.02,FALSE,0.05,FALSE,,,4,FALSE,1.97,FALSE,2.95,FALSE,1.703,FALSE,16.31,9.07,58.29,7.86,110.87,0.5,17.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 4m,hypolimnion,MJW-24-205-3,7/23/24,10:05,2024,July,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.06,FALSE,,,5,FALSE,,,,,,,15.41,9.07,58.31,7.9,108.71,4,17.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 7m,hypolimnion,MJW-24-205-4,7/23/24,10:10,2024,July,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.1,FALSE,,,3,FALSE,23.7,FALSE,,,,,9.47,7.75,54.13,3.15,37.7,7,17.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 10m,hypolimnion,MJW-24-205-5,7/23/24,10:15,2024,July,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.16,FALSE,,,1.88,FALSE,,,,,,,6.69,7.03,54.32,0.35,3.93,10,17.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 13m,hypolimnion,MJW-24-205-6,7/23/24,10:20,2024,July,0.21,FALSE,0.05,TRUE,0.5,FALSE,,,0.3,FALSE,,,1.67,FALSE,,,,,,,5.79,6.46,59.15,0,0,13,17.4
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 16m,bottom,MJW-24-205-7,7/23/24,10:25,2024,July,0.59,FALSE,0.05,TRUE,0.9,FALSE,,,0.43,FALSE,,,2.09,FALSE,,,,,2.227,FALSE,5.51,6.3,66.53,0,0,16,17.4
Upper Brooks Lake,Reference Lakes,Deepest (S),Deepest,surface,TCE-24-206-2,7/24/24,11:15,2024,July,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.06,FALSE,0.08,FALSE,,,2.5,FALSE,2.35,FALSE,5,TRUE,,,16.38,8.64,74.44,8.87,125.68,0.5,5
Upper Brooks Lake,Reference Lakes,Deepest (B),Deepest,bottom,TCE-24-206-3,7/24/24,11:40,2024,July,0.05,TRUE,0.05,FALSE,0.2,FALSE,0.06,FALSE,0.1,FALSE,,,2,FALSE,,,,,,,14.34,8.6,75.07,9.49,128.12,4,5
Rainbow Lake,Reference Lakes,Deepest (S),Deepest,surface,TCE-24-206-4,7/24/24,14:20,2024,July,0.05,TRUE,0.05,TRUE,0.4,FALSE,0.02,FALSE,0.05,FALSE,,,8,FALSE,16.4,FALSE,2.5,FALSE,,,19.17,9.9,58.61,9.91,149.29,0.5,7.4
Rainbow Lake,Reference Lakes,Deepest (B),Deepest,bottom,TCE-24-206-5,7/24/24,14:35,2024,July,0.05,TRUE,0.05,TRUE,1.4,FALSE,0.22,FALSE,0.41,FALSE,,,3.41,FALSE,,,,,,,10.18,7.83,64.91,0.61,7.57,6.4,7.4
Upper Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-206-1,7/24/24,10:30,2024,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,0.02,FALSE,0.04,FALSE,,,2.5,TRUE,0.91,FALSE,7.2,TRUE,,,15.28,8.61,73.04,8.84,123.59,0.5,7.2
Upper Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-206-3,7/24/24,10:55,2024,July,0.08,FALSE,0.05,TRUE,0.5,FALSE,0.1,FALSE,0.17,FALSE,,,2.94,FALSE,,,,,,,8.23,6.34,104.6,2.91,34.15,6.5,7.2
Lower Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-206-4,7/24/24,13:50,2024,July,0.05,TRUE,0.05,TRUE,0.1,FALSE,0.01,FALSE,0.03,FALSE,,,3.33,FALSE,1.23,FALSE,8.23,FALSE,,,16.67,8.42,61.61,8.54,123.02,0.5,14.9
Lower Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-206-5,7/24/24,14:20,2024,July,0.05,TRUE,0.05,TRUE,0.4,FALSE,0.05,FALSE,0.14,FALSE,,,2.86,FALSE,,,,,,,5.73,6.61,71.26,0.17,1.84,14,14.9
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-24-233-2,8/20/24,9:00,2024,August,0.05,TRUE,0.05,TRUE,0.3,FALSE,0.02,FALSE,0.05,FALSE,,,6,FALSE,4.6,FALSE,5.58,FALSE,1.44,FALSE,15.48,8.62,61.52,7.37,102.08,0.5,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 4m,hypolimnion,MJW-24-233-3,8/20/24,9:45,2024,August,0.05,FALSE,0.05,TRUE,0.3,FALSE,,,0.04,FALSE,,,7.5,FALSE,,,,,,,14.58,8.41,61.36,6.75,91.14,4,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 8m,hypolimnion,MJW-24-233-4,8/20/24,9:50,2024,August,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.14,FALSE,,,2.14,FALSE,17,FALSE,,,,,9.28,6.49,55.34,0.15,1.24,8,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 10m,hypolimnion,MJW-24-233-5,8/20/24,10:15,2024,August,0.21,FALSE,0.05,TRUE,0.4,FALSE,,,0.25,FALSE,,,1.6,FALSE,,,,,,,7.45,6.3,57.57,0,0,10,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 13m,hypolimnion,MJW-24-233-6,8/20/24,10:20,2024,August,0.54,FALSE,0.05,TRUE,0.8,FALSE,,,0.41,FALSE,,,1.95,FALSE,,,,,,,6.17,6.24,62.45,0,0,13,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 16m,bottom,MJW-24-233-7,8/20/24,10:25,2024,August,1.19,FALSE,0.05,TRUE,1.4,FALSE,,,0.62,FALSE,,,2.26,FALSE,,,,,2.8,FALSE,5.64,6.18,71.19,0,0,16,17.3
Upper Brooks Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-234-1,8/21/24,11:45,2024,August,0.05,TRUE,0.05,TRUE,0.4,FALSE,0.05,FALSE,0.1,FALSE,,,4,FALSE,9.5,FALSE,4.72,TRUE,,,14.27,9.11,76.3,9.08,123.37,0.5,5
Upper Brooks Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-234-2,8/21/24,12:00,2024,August,0.05,TRUE,0.05,TRUE,0.5,FALSE,0.06,FALSE,0.13,FALSE,,,3.85,FALSE,,,,,,,12.89,8.78,77.13,7.93,104.59,4.5,5
Rainbow Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-234-3,8/21/24,14:15,2024,August,0.05,TRUE,0.05,TRUE,1,FALSE,0.01,TRUE,0.07,FALSE,,,14.3,FALSE,75,FALSE,1.13,FALSE,,,16,10.56,80.38,13.16,187.06,0.5,8.5
Rainbow Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-234-5,8/21/24,14:25,2024,August,6.55,FALSE,0.05,TRUE,8.2,FALSE,2.3,FALSE,2.7,FALSE,,,3.04,FALSE,,,,,,,6.31,6.16,161.43,0,0,8,8.5
Upper Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,TCE-24-234-2,8/21/24,10:30,2024,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.05,FALSE,0.08,FALSE,,,2.5,FALSE,2.7,FALSE,7.2,TRUE,,,14.93,8.62,77.62,7.94,111.3,0.5,7.2
Upper Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,TCE-24-234-3,8/21/24,10:45,2024,August,0.1,FALSE,0.05,TRUE,0.4,FALSE,0.11,FALSE,0.16,FALSE,,,2.5,FALSE,,,,,,,13.02,9.44,86.33,2.93,38.18,6,7.2
Lower Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,TCE-24-234-4,8/21/24,13:10,2024,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,,,10,FALSE,1.6,FALSE,10.25,FALSE,,,15.5,9.41,65.38,8.69,122.73,0.5,14.5
Lower Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,TCE-24-234-5,8/21/24,13:25,2024,August,0.13,FALSE,0.05,TRUE,0.5,FALSE,0.1,FALSE,0.16,FALSE,,,3.13,FALSE,,,,,,,7.17,11.46,71.86,3.08,34.41,13,14.5
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-24-268-1,9/24/24,10:30,2024,September,0.05,TRUE,0.05,TRUE,0.3,FALSE,0.04,FALSE,0.06,FALSE,,,5,FALSE,7,FALSE,3.53,FALSE,,,10.34,7.74,61.2,7.27,89.95,0.5,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 8m,hypolimnion,MJW-24-268-3,9/24/24,10:55,2024,September,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.07,FALSE,,,4.29,FALSE,,,,,,,10.29,7.32,60.95,7.3,90.29,8,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 10m,hypolimnion,MJW-24-268-4,9/24/24,11:00,2024,September,0.24,FALSE,0.05,TRUE,0.5,FALSE,,,0.22,FALSE,,,2.27,FALSE,,,,,,,9.13,6.65,60.93,4.18,50.1,10,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 12m,hypolimnion,MJW-24-268-5,9/24/24,11:05,2024,September,0.89,FALSE,0.05,TRUE,1.3,FALSE,,,0.55,FALSE,,,2.36,FALSE,,,,,,,6.46,6.32,67.68,0,0,12,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 14m,hypolimnion,MJW-24-268-6,9/24/24,11:10,2024,September,1.28,FALSE,0.05,TRUE,1.6,FALSE,,,0.65,FALSE,,,2.46,FALSE,,,,,,,6.18,6.27,71.58,0,0,14,17.3
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 16m,bottom,MJW-24-268-7,9/24/24,11:15,2024,September,1.37,FALSE,0.05,TRUE,1.8,FALSE,,,0.71,FALSE,,,2.54,FALSE,,,,,3.327,FALSE,6.07,6.17,74.31,0,0,16,17.3
Upper Brooks Lake,Reference Lakes,Deepest (S),Deepest,surface,TCE-24-269-1,9/25/24,10:40,2024,September,0.05,TRUE,0.05,TRUE,0.6,FALSE,,,0.11,FALSE,,,5.45,FALSE,19,FALSE,3.03,FALSE,,,9.93,8.12,75.33,8.44,103.58,0.5,5
Upper Brooks Lake,Reference Lakes,Deepest (B),Deepest,bottom,TCE-24-269-2,9/25/24,10:45,2024,September,0.05,FALSE,0.05,TRUE,0.5,FALSE,,,0.11,FALSE,,,4.55,FALSE,,,,,,,9.2,7.68,76.25,7.22,86.52,4,5
Rainbow Lake,Reference Lakes,Deepest (S),Deepest,surface,TCE-24-269-3,9/25/24,13:10,2024,September,0.24,FALSE,0.05,TRUE,0.8,FALSE,,,0.13,FALSE,,,6.15,FALSE,34,FALSE,2.25,FALSE,,,11.56,9.16,54.96,6.07,79.34,0.5,7.6
Rainbow Lake,Reference Lakes,Deepest (B),Deepest,bottom,TCE-24-269-4,9/25/24,13:20,2024,September,0.42,FALSE,0.05,TRUE,1.1,FALSE,,,0.17,FALSE,,,6.47,FALSE,,,,,,,10.4,7.81,58.35,1.73,21.48,6.5,7.6
Upper Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-269-1,9/25/24,10:35,2024,September,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.11,FALSE,,,2.73,FALSE,5.6,FALSE,4.8,FALSE,,,10.31,7.93,72.8,7.31,92.15,0.5,7.1
Upper Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-269-2,9/25/24,10:40,2024,September,0.05,TRUE,0.05,TRUE,0.4,FALSE,,,0.12,FALSE,,,3.33,FALSE,,,,,,,9.7,7.28,72.87,6.77,84.18,6.5,7.1
Lower Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-269-3,9/25/24,13:03,2024,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.03,FALSE,,,6.67,FALSE,2.3,FALSE,11.73,FALSE,,,11.32,9.26,62.77,8.03,103.03,0.5,14.2
Lower Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-269-4,9/25/24,13:10,2024,September,0.14,FALSE,0.05,TRUE,0.6,FALSE,,,0.43,FALSE,,,1.4,FALSE,,,,,,,7.66,6.42,76.21,0.02,0.3,13.5,14.2
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-24-289-2,10/15/24,9:35,2024,October,0.05,TRUE,0.05,TRUE,0.4,FALSE,0.06,FALSE,0.09,FALSE,,,4.44,FALSE,18,FALSE,2.75,FALSE,2.072,FALSE,8.92,7.58,61.15,7.43,87.6,0.5,17
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 8m,hypolimnion,MJW-24-289-4,10/15/24,10:20,2024,October,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.12,FALSE,,,2.5,FALSE,,,,,,,8.78,6.97,60.75,5.02,59.51,8,17
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 10m,hypolimnion,MJW-24-289-5,10/15/24,10:30,2024,October,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.14,FALSE,,,2.14,FALSE,,,,,,,8.63,6.82,60.73,1.95,22.75,10,17
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 13m,hypolimnion,MJW-24-289-6,10/15/24,10:35,2024,October,0.24,FALSE,0.05,TRUE,0.5,FALSE,,,0.23,FALSE,,,2.17,FALSE,,,,,,,8.43,6.83,62,0.51,5.35,13,17
Brooks Lake,Brooks Lake,Deepest (H),Deepest - 16m,bottom,MJW-24-289-7,10/15/24,10:40,2024,October,1.17,FALSE,0.05,TRUE,1.5,FALSE,,,0.74,FALSE,,,2.03,FALSE,,,,,3.366,FALSE,7.21,6.9,76.22,0,0,16,17
Upper Brooks Lake,Reference Lakes,Deepest (S),Deepest,surface,RNP-24-290-1,10/16/24,11:00,2024,October,0.05,TRUE,0.05,TRUE,0.5,FALSE,,,0.1,FALSE,,,5,FALSE,33,FALSE,1.25,FALSE,,,7.17,9.36,58.41,11.44,132.03,0.5,4.9
Upper Brooks Lake,Reference Lakes,Deepest (B),Deepest,bottom,RNP-24-290-2,10/16/24,11:07,2024,October,0.05,TRUE,0.05,TRUE,0.5,FALSE,,,0.11,FALSE,,,4.55,FALSE,,,,,,,6.86,8.44,58.14,11.43,131.42,4,4.9
Rainbow Lake,Reference Lakes,Deepest (S),Deepest,surface,RNP-24-290-3,10/16/24,13:40,2024,October,0.3,FALSE,0.06,FALSE,0.9,FALSE,,,0.13,FALSE,,,6.92,FALSE,29,FALSE,1.75,FALSE,,,9.22,9.08,43.49,7.73,94.66,0.5,8.4
Rainbow Lake,Reference Lakes,Deepest (B),Deepest,bottom,RNP-24-290-4,10/16/24,13:45,2024,October,0.33,FALSE,0.06,FALSE,1,FALSE,,,0.16,FALSE,,,6.25,FALSE,,,,,,,8.83,9.08,43.28,,,7.4,8.4
Upper Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-290-1,10/16/24,10:30,2024,October,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.09,FALSE,,,3.33,FALSE,5.3,FALSE,4.58,FALSE,,,8.1,7.67,76.41,6.81,81.75,0.5,7.2
Upper Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-290-2,10/16/24,10:45,2024,October,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.11,FALSE,,,2.73,FALSE,,,,,,,7.92,7.41,76.52,6.74,80.64,6.5,7.2
Lower Jade Lake,Reference Lakes,Deepest (S),Deepest,surface,MJW-24-290-3,10/16/24,12:45,2024,October,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.04,FALSE,,,5,FALSE,2.8,FALSE,11.3,FALSE,,,9.56,8.46,65.03,7.71,95.79,0.5,14
Lower Jade Lake,Reference Lakes,Deepest (B),Deepest,bottom,MJW-24-290-4,10/16/24,13:00,2024,October,0.05,TRUE,0.05,TRUE,0.3,FALSE,,,0.04,FALSE,,,7.5,FALSE,,,,,,,8.89,8.44,65.41,7.78,95.06,13,14
